Age,Gender,Marital Status,Home Ownership,Family member,Education Qualiication,Monthly Income,Monthly Expense,Earning Member,Savings Status,Business Type,Business Location,Residence Area,Bank Account Status,Loan Purpose,Current Business Duration,Business Nature,Dft
24,6,8,10,4,127,20900,13000,10,43,61,68,51,54,59,5,83,0
35,6,7,9,13,22,3200,1500,4,44,62,65,51,54,56,0,81,0
23,5,7,11,8,21,25700,10400,1,44,61,67,50,54,60,8,86,0
31,5,7,10,9,20,14700,14800,3,44,62,68,51,54,57,19,74,0
27,5,7,11,9,22,23000,24700,7,43,64,65,51,53,59,0,85,0
31,6,8,9,4,18,28900,41600,4,44,62,65,51,54,56,10,79,0
19,6,7,11,5,19,29800,21600,7,43,63,65,50,54,59,2,81,0
31,5,8,10,9,127,7500,6500,6,43,62,67,50,54,59,2,84,0
33,6,7,11,7,127,10300,3200,5,43,61,67,50,53,60,15,76,0
48,6,8,11,8,127,2700,13000,7,44,61,66,52,54,59,26,75,0
31,5,8,11,7,17,44200,3100,9,43,63,65,52,54,55,5,74,0
44,5,8,11,5,21,3800,11300,1,43,63,65,51,53,55,0,81,0
35,6,8,9,10,20,2600,31100,2,43,63,68,49,54,56,1,86,0
27,5,8,10,8,20,16400,8400,1,44,63,65,50,54,60,5,75,0
33,5,7,11,4,22,47000,13500,3,44,61,65,50,53,56,5,77,0
25,6,8,11,8,127,53900,14400,5,43,63,65,49,54,55,23,82,0
24,6,7,9,12,19,17400,2000,3,44,63,66,49,53,59,11,74,0
25,6,7,9,10,17,41100,7300,6,44,63,67,52,53,57,16,74,0
35,5,7,9,5,21,7400,3500,7,43,61,68,52,53,56,0,83,0
46,6,8,11,8,20,3400,13900,5,44,63,65,49,53,56,5,80,0
35,5,7,11,12,21,22000,10400,1,44,63,67,49,53,55,1,75,0
29,5,8,10,4,22,17900,14100,8,44,62,68,51,54,59,1,83,0
25,5,8,9,11,20,8300,16900,5,44,62,65,52,53,55,7,78,0
20,5,7,10,15,19,10900,38400,7,43,62,66,52,54,60,18,79,1
40,5,8,10,10,19,20000,1800,3,44,63,67,52,54,55,26,77,0
26,5,7,10,2,18,5900,41100,3,43,61,66,52,54,59,22,85,0
28,6,7,9,2,19,5700,6900,10,43,62,68,52,54,59,21,80,0
57,6,7,10,10,127,12000,9200,8,43,64,68,52,54,59,12,76,0
29,6,8,10,10,20,1400,16000,5,44,61,65,51,53,58,2,83,0
24,5,7,11,12,18,22400,6200,1,43,64,66,49,53,58,14,75,0
32,5,7,9,5,17,47300,2100,3,44,64,65,52,53,57,24,74,0
62,6,8,11,12,22,2700,18800,8,44,62,66,50,54,60,0,77,0
31,5,8,9,7,22,24500,21200,1,43,62,66,52,54,56,9,75,0
25,5,8,9,15,20,22500,7100,4,44,62,66,52,53,59,15,77,0
28,5,8,9,7,20,26200,5700,5,43,63,66,52,53,59,10,75,0
60,5,7,10,7,21,8800,19700,5,44,61,65,51,54,60,0,80,0
36,6,8,10,9,20,22200,6800,5,43,62,68,51,54,59,5,76,0
35,6,8,10,14,18,21600,14300,1,43,63,67,51,54,59,4,81,0
39,6,7,11,7,19,23500,15700,4,43,61,66,49,54,55,10,75,0
58,5,7,9,10,18,19100,41200,1,44,64,65,50,53,57,0,79,0
29,6,7,11,8,127,34100,16500,1,43,63,65,49,54,57,10,78,0
32,5,7,9,4,19,16200,3000,4,43,64,66,50,54,58,8,83,0
33,6,8,10,5,22,3700,2700,3,44,62,68,49,54,58,1,77,0
48,5,8,10,5,127,4100,9400,1,43,64,66,51,53,56,1,84,0
18,5,7,11,9,22,56100,23000,5,44,62,67,49,54,60,17,84,0
27,6,7,9,2,19,4300,23200,7,44,63,67,50,54,58,1,77,0
43,6,7,11,10,21,30700,9500,7,44,64,68,52,53,60,2,83,0
30,5,7,11,7,20,34700,13800,6,43,61,67,52,53,59,30,78,0
29,5,8,11,11,20,15500,23700,7,43,62,68,51,53,57,15,79,1
19,5,8,11,2,127,8600,34500,5,44,64,68,52,54,56,1,78,1
26,5,8,10,12,18,1200,9000,3,43,64,66,52,53,60,6,81,1
61,6,7,11,7,127,27100,11800,7,44,64,67,50,54,57,10,74,0
18,5,7,11,6,22,28500,3600,1,44,61,65,50,54,57,13,84,0
35,6,8,11,7,18,28300,9400,10,44,63,68,49,54,59,21,86,0
27,6,8,10,5,18,1100,20900,3,43,63,66,51,54,55,2,77,0
18,6,7,11,4,21,8500,3900,2,44,61,65,50,53,57,24,86,0
32,6,8,10,9,127,13100,11100,3,43,63,67,51,54,55,0,85,0
20,5,7,10,13,127,26800,6700,5,43,63,67,51,54,55,26,81,0
46,6,7,9,7,18,26600,21000,7,44,64,68,52,54,59,2,77,0
53,5,7,9,2,20,31800,7000,9,43,64,67,51,53,60,27,83,0
33,6,7,10,3,17,54300,6600,9,44,63,67,52,53,60,5,86,0
19,5,7,10,14,19,11600,27200,3,44,61,68,49,54,57,0,75,1
54,6,7,10,7,18,18100,9100,5,44,62,67,52,53,55,11,75,0
31,6,8,9,6,127,59300,23900,6,43,63,68,51,53,55,2,80,0
31,6,8,9,10,21,15900,17800,7,44,62,66,49,54,57,16,74,0
18,5,7,9,11,17,43800,31400,7,44,63,66,52,53,55,14,77,0
51,5,7,10,10,21,4700,16600,9,43,64,68,52,54,55,2,84,0
49,5,7,11,7,19,9900,13100,2,44,63,67,50,54,58,0,76,0
49,6,7,10,14,127,59400,17800,5,44,61,68,52,54,59,15,85,0
34,6,8,9,7,21,30500,40300,5,43,63,67,51,53,55,3,74,0
24,6,7,11,5,22,23000,800,10,44,64,65,51,54,58,2,80,0
25,5,7,11,12,19,22100,38800,6,44,64,68,49,54,60,0,75,1
30,6,8,11,4,17,27500,4500,5,43,62,67,51,53,56,14,77,0
25,6,7,11,14,18,18100,19900,5,44,62,67,50,53,56,1,81,0
30,5,7,9,2,19,9800,30400,5,44,64,65,50,54,59,13,74,0
31,6,7,11,5,17,25700,20400,6,43,63,66,50,54,58,9,76,0
62,6,7,11,5,17,26900,38600,2,44,62,67,51,54,56,13,77,0
34,5,8,10,5,21,1400,1800,3,43,62,68,51,54,58,30,82,1
33,6,7,10,10,18,8800,13300,8,43,64,65,50,54,55,25,75,0
19,6,8,9,11,127,23100,2800,8,44,62,66,50,53,57,28,75,0
22,6,8,11,12,17,2100,26800,3,44,62,67,50,54,57,27,76,1
34,6,7,9,13,19,2400,24400,10,44,61,68,49,54,58,3,80,0
44,6,7,9,11,18,29300,3400,7,43,61,65,50,53,57,7,77,0
26,5,8,9,6,127,23100,14600,4,43,64,65,51,53,56,10,86,0
27,5,8,10,3,20,15900,2600,5,43,64,68,52,53,58,4,80,1
21,6,7,10,15,19,25200,22400,3,44,61,65,51,53,56,17,83,0
22,6,8,9,9,22,10100,900,5,44,61,68,52,54,59,5,79,0
44,6,8,10,12,19,30300,24200,3,44,64,68,51,53,59,5,75,0
28,6,8,11,4,18,58100,26500,1,43,64,65,50,54,58,2,75,0
57,6,8,9,12,17,45100,1800,5,43,62,66,51,53,60,17,83,0
22,6,8,10,14,127,52600,13700,3,43,62,68,52,53,59,15,74,0
18,5,8,9,9,17,55300,6900,9,43,62,65,49,53,58,2,78,0
34,5,8,9,15,17,53900,21900,3,43,64,68,51,53,59,10,83,0
54,5,8,11,11,22,10200,31400,8,43,64,67,52,53,60,12,81,0
33,5,8,11,9,127,35900,18100,4,43,63,68,51,53,59,15,81,0
20,6,8,11,7,22,40300,9300,5,43,64,66,51,53,58,0,77,0
48,5,8,9,10,127,17800,1000,7,44,63,65,52,54,59,4,83,0
63,6,8,11,3,17,7600,22500,4,43,62,67,49,53,56,2,77,0
18,6,8,11,7,22,6900,13600,5,43,63,68,52,53,56,10,76,0
47,5,7,11,5,18,23900,40500,8,44,63,65,51,53,56,2,77,0
28,6,8,11,3,17,16800,15000,10,44,63,65,52,54,56,1,83,0
53,5,8,10,5,17,28200,800,5,44,63,67,49,53,59,9,78,0
32,6,8,9,5,127,4700,14300,5,44,61,68,50,54,58,6,82,0
31,5,7,11,10,18,21700,15000,3,44,62,66,52,54,56,10,80,0
25,6,7,9,6,20,33200,20400,5,43,63,68,52,53,60,1,84,0
39,5,8,11,10,20,6400,9200,7,43,63,65,50,53,58,0,84,0
23,5,7,11,7,22,7200,17400,10,43,63,66,52,54,56,6,80,0
20,5,7,9,7,19,6300,19100,4,44,63,65,51,54,59,6,85,0
27,5,7,9,10,20,15000,5200,2,43,64,67,50,54,56,10,78,0
31,5,8,11,12,22,7400,13700,9,43,61,68,51,54,56,2,82,0
29,5,8,9,6,17,17600,14100,7,44,64,66,52,54,60,16,77,0
22,5,7,11,9,21,1300,8100,6,43,64,66,50,54,59,1,74,0
35,6,8,9,10,18,20000,33400,1,44,64,65,52,53,55,23,79,0
27,5,7,9,7,22,17600,2600,2,43,62,68,49,53,60,7,84,0
22,5,7,10,4,19,20100,16200,3,43,61,67,49,54,57,5,81,0
46,5,8,9,8,22,7700,9400,7,44,63,66,49,53,60,5,84,0
23,6,7,10,3,18,20600,41400,9,44,62,67,49,53,55,2,83,0
31,5,8,10,6,17,8400,2200,5,43,62,68,49,53,59,5,79,1
30,5,7,9,4,21,47700,12100,4,43,62,66,51,53,57,10,82,0
29,6,8,11,7,127,4000,29000,2,43,61,67,50,53,56,8,84,0
29,5,8,9,10,21,29600,12700,10,43,61,65,52,54,57,5,79,0
28,6,8,10,2,21,44200,4200,1,44,61,65,49,54,60,30,84,0
18,6,7,10,3,17,14800,27200,8,43,64,67,52,53,58,14,81,0
25,6,7,9,14,18,9700,16900,6,43,61,67,52,53,60,15,76,0
19,6,7,10,7,19,9600,5500,3,43,61,67,49,54,59,12,78,0
49,5,8,9,13,19,25400,16500,6,43,62,65,50,54,57,3,83,0
51,6,8,9,13,21,27300,13700,5,44,64,65,52,53,59,2,83,0
34,5,8,9,11,17,32200,1800,1,43,61,68,52,53,57,5,76,1
53,6,8,10,5,18,9200,18700,3,44,64,68,50,53,55,21,74,0
43,5,7,10,5,19,4600,12300,1,43,63,65,49,53,56,15,80,0
52,6,7,11,3,19,46700,7800,5,44,61,68,50,53,58,1,85,0
29,5,7,11,7,18,17200,27900,9,44,62,68,49,53,55,13,84,0
28,5,8,11,7,17,48800,5700,6,43,62,67,52,53,55,21,86,0
31,6,7,10,8,20,27100,3200,2,44,64,65,52,53,55,9,84,0
25,6,7,9,3,127,10800,23300,7,44,63,66,52,54,58,9,82,0
26,5,8,10,15,20,9100,4800,3,44,63,67,52,53,55,5,78,1
34,6,8,11,12,18,17500,15500,2,44,62,67,51,54,56,2,77,0
31,5,8,11,12,127,12100,15100,3,44,61,68,51,54,60,8,74,1
23,6,8,10,5,18,24300,9000,6,44,63,68,49,54,55,3,75,0
28,5,8,11,11,20,4300,8500,9,43,61,65,50,54,58,3,83,0
46,5,8,9,13,18,18000,32800,1,43,64,67,52,54,60,3,79,1
22,6,8,11,5,22,44600,2200,6,44,62,65,51,53,56,12,74,0
23,6,8,9,11,127,16500,16500,9,43,63,68,52,53,59,24,86,0
33,5,7,11,4,21,9900,37000,1,43,61,67,52,54,60,1,75,1
25,5,8,11,9,21,14500,26500,2,43,61,66,49,53,55,2,75,0
54,5,7,9,10,22,23300,6200,5,44,61,66,51,54,57,10,86,0
30,5,8,9,10,19,22300,23000,5,44,63,66,49,54,59,0,76,0
35,5,7,11,13,20,16200,31700,8,44,64,67,50,54,58,0,85,0
22,6,7,11,13,22,36000,25600,3,44,63,65,49,53,57,4,76,0
43,6,8,11,10,17,28300,22100,8,43,64,67,49,53,59,0,84,0
30,5,8,10,9,19,39200,1300,1,43,63,65,51,54,55,0,77,0
21,5,7,9,3,19,12700,4100,2,44,64,68,52,54,58,24,83,0
32,5,8,9,6,127,15000,19500,5,44,64,65,50,54,57,1,83,0
19,5,7,10,9,22,58700,31500,3,43,64,66,52,54,60,14,79,0
29,6,8,10,10,21,5800,20200,3,44,63,68,51,54,55,20,84,0
32,6,7,10,4,127,23500,6000,10,44,62,68,51,53,55,2,78,0
30,6,8,10,7,18,34700,16500,1,44,64,68,52,54,60,5,79,0
31,6,8,9,5,18,3400,13600,7,43,61,67,52,53,57,10,76,0
34,6,7,10,5,17,28100,30100,7,43,61,68,51,53,56,14,83,0
30,5,8,11,10,17,25700,9900,7,44,64,66,52,54,57,18,82,0
27,5,7,10,13,21,31500,14800,3,43,62,67,51,53,60,1,86,0
24,6,7,9,7,21,27600,4400,10,43,61,67,49,54,55,5,74,0
34,5,8,10,2,22,11600,12400,5,44,63,66,50,53,55,12,85,0
57,6,8,11,6,21,26600,41000,3,43,63,68,50,54,56,5,80,0
35,5,7,9,8,19,40000,22800,2,44,61,65,50,53,55,2,77,0
53,5,7,10,9,19,9600,36300,10,43,61,66,50,54,57,4,76,1
19,5,8,11,10,127,4300,8800,7,44,62,68,49,54,55,14,76,0
35,5,7,11,10,19,32700,8500,8,43,64,66,49,54,55,0,79,0
21,5,7,11,2,22,2600,39100,3,43,62,66,51,53,55,2,83,0
28,5,7,11,14,127,4800,26000,5,44,62,67,52,53,55,4,76,1
30,5,7,11,3,19,32000,21900,8,44,64,66,50,54,55,24,85,0
25,6,7,10,7,21,4300,15800,2,43,64,68,49,53,57,5,77,0
29,6,7,9,4,20,58900,30500,3,44,63,66,49,53,55,13,84,0
23,5,7,10,4,21,23300,10400,7,44,62,66,49,54,57,13,84,0
27,5,8,9,2,127,21000,10400,6,44,63,67,51,54,56,19,81,0
36,5,7,10,6,22,34800,11400,7,43,63,65,52,54,60,10,76,0
30,5,7,11,4,18,16800,39300,5,44,64,66,52,54,56,10,78,0
49,5,8,11,4,17,40900,4100,3,43,61,67,50,53,60,13,79,0
25,5,7,11,7,127,21700,22100,4,44,62,65,52,53,57,11,80,0
57,5,8,10,6,17,2400,1300,9,44,63,66,49,53,55,2,74,1
65,6,7,10,3,21,26700,29300,8,43,63,67,51,54,56,11,83,0
27,6,7,9,6,22,13700,17200,5,44,61,66,52,53,56,0,76,0
58,6,8,10,5,18,12100,7800,4,44,61,67,49,53,60,8,84,0
33,5,7,11,5,19,24100,4900,2,43,62,66,52,53,58,5,81,0
25,5,8,9,5,17,26800,20900,9,43,61,65,52,53,60,7,80,0
34,5,8,10,6,19,12700,20900,5,43,64,68,50,53,57,10,84,1
44,6,8,9,7,22,48400,14100,4,43,63,66,49,54,59,7,78,0
19,6,7,10,6,17,19900,9300,1,44,63,68,51,53,60,0,82,0
26,5,8,9,15,21,48100,12300,5,43,61,68,52,53,59,7,80,0
20,5,8,9,5,19,20200,21900,3,43,61,65,50,53,56,1,86,0
26,6,8,9,14,18,3000,9200,4,43,62,66,49,54,59,10,77,0
35,6,8,11,5,22,9500,16600,5,43,64,66,52,53,60,5,86,0
20,6,7,11,11,20,10200,2500,3,43,63,65,49,54,60,2,75,0
35,5,7,9,6,21,25100,12200,7,44,63,68,51,53,57,2,85,0
25,6,7,11,6,19,54100,3500,2,43,62,66,49,53,60,22,86,0
63,6,7,9,10,19,26700,14200,6,44,61,67,49,53,55,4,78,0
28,5,8,11,5,21,23000,4500,2,44,61,68,50,53,55,1,80,0
27,6,7,10,12,21,51300,39200,8,44,64,65,52,53,59,5,75,0
27,6,7,9,2,19,17400,17100,4,44,62,67,49,54,57,2,75,0
18,6,7,10,7,17,44900,26900,3,44,63,68,52,54,60,2,79,0
19,5,8,9,5,127,43300,1700,3,43,61,67,50,53,59,1,78,0
27,6,8,10,9,19,29700,19000,10,43,62,65,49,53,57,2,80,0
34,5,7,10,5,17,9300,12600,10,43,64,65,51,53,58,10,86,0
63,6,7,11,9,21,11300,4600,4,44,61,67,52,54,59,22,79,0
23,6,8,9,5,18,43800,20700,7,44,63,67,51,54,58,25,86,0
44,5,8,9,9,19,20100,15300,7,43,63,68,49,53,56,4,75,0
18,5,7,11,5,21,34800,19900,7,44,63,66,49,54,56,12,82,0
30,5,7,11,11,17,17100,19500,2,43,61,68,50,53,58,20,82,0
18,6,8,11,10,20,35400,10900,7,43,63,67,51,54,58,0,82,0
40,6,7,10,10,19,5200,3300,5,43,61,65,52,53,55,22,80,0
23,5,7,9,10,19,12100,18800,10,44,61,67,52,54,59,12,86,0
60,5,8,10,6,22,2900,19700,5,43,63,68,52,53,60,0,84,1
61,6,7,11,13,127,5300,6200,3,43,61,65,49,54,55,3,86,0
33,5,8,11,9,22,19200,15500,5,43,62,68,49,54,56,6,80,0
25,5,7,11,5,21,1200,38700,7,43,61,65,52,53,56,1,83,0
26,5,7,9,15,20,24200,1000,7,44,62,65,51,54,59,4,77,0
20,5,8,11,7,127,4900,9100,2,44,64,67,50,54,58,5,81,1
27,6,8,10,14,127,56900,1900,7,44,61,68,50,53,56,6,74,0
38,5,7,11,6,22,34700,2000,10,43,63,68,52,54,55,3,74,0
20,5,7,11,10,127,17500,20700,4,43,64,65,50,54,60,4,75,1
30,6,8,11,8,17,15400,1500,4,44,62,68,50,53,60,30,82,0
54,5,7,11,5,19,26400,15100,5,43,62,66,49,53,57,5,79,0
27,6,8,9,12,17,2400,1300,2,43,64,65,50,53,60,4,85,0
48,5,8,10,7,19,40300,38400,4,43,63,68,49,54,58,3,77,0
31,6,8,11,10,18,16900,9100,10,43,61,68,51,53,57,10,85,0
30,5,7,10,2,19,38700,12600,7,44,63,68,49,54,60,26,79,0
31,6,8,10,8,22,25300,6700,4,43,63,68,50,53,59,2,78,0
52,5,8,10,6,22,38500,34400,5,43,64,68,51,53,55,2,77,0
40,5,8,9,5,127,1200,23300,10,43,63,65,50,54,55,10,78,0
25,5,7,11,6,127,27900,12700,5,44,62,67,49,53,60,26,78,0
25,5,7,10,5,19,19100,33800,8,44,64,65,51,53,58,21,77,0
31,6,8,10,7,21,7500,12600,5,44,63,67,52,54,60,3,79,0
30,6,7,9,7,21,36500,38300,5,43,64,67,50,54,58,4,76,0
56,6,8,9,6,19,50100,20200,5,44,62,66,52,53,56,8,85,0
19,6,8,9,10,17,56800,22300,3,43,63,67,51,53,58,0,78,0
29,6,8,11,7,17,6700,23400,3,44,61,65,49,54,57,18,81,0
33,5,7,10,2,22,27300,1100,10,44,63,67,50,54,59,30,79,0
31,6,8,9,15,17,13600,30100,2,43,62,68,51,54,58,25,76,0
31,6,7,10,14,127,33000,17500,5,44,63,66,52,53,59,14,79,0
58,5,8,10,12,18,6000,6700,4,44,63,66,51,53,57,27,84,0
25,5,7,9,4,18,29400,39100,6,43,61,66,49,53,60,19,80,0
26,5,8,11,5,19,7800,27200,7,44,62,68,49,53,60,13,84,0
39,6,8,9,5,18,15400,21500,8,44,61,67,52,54,55,3,77,0
31,5,8,11,10,19,24800,15500,5,43,61,68,51,54,60,1,82,0
35,5,7,10,5,127,4400,700,4,43,62,66,52,54,55,9,84,0
30,5,8,11,14,127,58200,14100,8,43,64,68,51,53,55,1,81,0
33,5,7,9,5,19,36500,32100,7,43,61,67,50,54,60,8,80,0
60,6,7,10,14,21,2500,16000,2,43,63,65,51,54,55,9,76,0
26,6,7,10,11,17,14600,2900,7,44,64,66,52,53,57,0,82,0
65,6,8,11,4,19,38500,12900,8,43,64,65,51,53,58,7,84,0
34,5,8,10,12,17,16700,17400,3,43,63,68,50,53,56,1,77,0
28,6,7,9,10,127,14800,11800,3,43,62,68,50,53,58,9,80,0
28,5,7,10,14,22,4600,2700,3,43,64,68,52,54,56,2,75,1
29,6,8,11,15,21,10300,19000,8,43,63,65,52,53,55,26,85,0
64,6,7,11,9,18,16800,9900,5,44,64,68,52,54,55,30,74,0
49,5,7,10,10,127,30300,16500,1,44,64,68,49,54,60,14,79,0
19,6,7,11,7,19,13900,13300,5,43,63,65,51,53,60,2,76,0
62,6,8,10,6,17,7900,1900,3,43,61,67,52,54,57,2,82,0
26,6,7,9,7,20,2600,36300,4,43,63,65,52,54,59,0,83,0
32,6,8,9,15,18,53800,34900,4,44,64,66,49,54,56,13,74,0
56,6,8,10,7,20,29100,15400,6,43,63,66,49,53,58,5,77,0
29,5,8,9,8,19,41100,18100,7,43,63,65,49,54,60,2,77,0
19,6,7,9,5,22,11700,8200,1,44,61,68,50,54,60,18,84,0
39,6,8,9,8,127,10900,20100,5,44,64,67,50,54,60,5,86,0
35,5,8,9,8,22,27100,1600,4,44,63,65,52,53,59,1,78,0
18,6,8,11,9,127,3400,41200,7,43,64,66,49,53,55,1,85,0
26,5,8,11,15,22,14700,13400,7,44,62,65,52,53,60,0,83,0
33,5,7,10,8,19,8200,39300,10,44,64,65,50,53,57,5,76,1
58,6,8,11,7,19,24900,19200,8,43,62,68,50,54,56,12,85,0
49,6,7,11,5,18,9400,8300,3,43,62,66,50,53,56,11,86,0
56,5,8,10,5,19,22600,19500,10,44,63,68,51,54,60,6,84,0
22,6,7,9,2,22,46600,14200,7,43,63,66,51,53,58,14,74,0
31,5,7,11,7,17,57600,17900,10,44,63,66,51,53,55,0,81,0
22,5,7,10,8,127,5200,24000,10,44,61,65,51,54,57,1,76,1
24,5,8,11,6,18,55600,10600,9,44,64,66,50,53,57,12,75,0
20,6,7,9,10,18,11800,15100,7,44,63,67,51,53,59,4,74,0
21,6,7,11,5,22,14500,18300,3,43,62,67,51,53,57,15,80,0
29,5,7,11,7,18,22500,16500,7,44,64,65,49,53,55,0,81,0
30,5,8,9,6,127,14400,2000,3,43,63,66,51,53,58,5,77,1
29,5,7,11,10,19,21300,25300,6,43,61,65,51,54,58,10,75,0
24,6,7,10,13,127,5800,5000,3,44,64,68,51,54,57,9,80,1
20,5,7,11,7,17,13600,35000,3,44,64,65,52,53,57,0,85,1
27,5,8,9,8,21,29600,5400,2,43,61,67,52,54,57,15,75,0
58,5,7,10,12,17,4200,5700,1,44,64,65,51,53,58,1,75,1
25,5,7,10,12,127,55800,8800,7,43,62,67,52,53,60,5,80,0
30,5,8,9,7,20,5700,22800,1,43,64,67,49,53,59,1,76,0
22,6,7,10,5,20,30600,20300,2,44,63,67,51,54,58,2,84,0
30,6,7,9,14,21,29200,2700,9,44,62,65,50,54,57,2,84,0
46,6,8,9,7,20,37000,18700,3,44,63,68,51,54,59,4,75,0
20,5,8,11,10,18,22100,16000,5,44,64,65,52,53,60,29,79,0
30,6,7,10,6,18,33400,16200,7,43,64,68,52,53,58,0,79,0
51,6,7,10,13,17,35300,18600,7,43,61,65,52,53,56,13,75,0
19,5,7,9,10,19,14000,17900,2,43,64,68,52,53,60,8,77,1
33,6,8,11,5,18,20400,15300,10,43,61,67,50,53,57,17,76,0
61,6,8,11,10,127,4800,13400,2,43,63,65,51,54,60,20,81,0
58,5,7,11,5,17,42300,13200,8,44,63,67,50,54,58,3,77,0
50,6,7,10,6,20,32900,1600,4,44,62,68,49,54,55,18,75,0
27,6,8,9,11,17,26100,20500,5,43,64,67,51,54,57,1,80,0
45,6,8,11,2,18,14400,3500,3,43,61,67,50,54,56,1,81,0
25,5,7,10,15,18,32800,13300,2,43,62,68,51,53,60,2,78,0
41,5,8,9,7,18,4600,10200,3,43,62,67,49,54,56,1,83,0
33,5,7,10,13,19,7700,33900,7,44,63,66,52,54,59,4,74,1
25,5,8,11,5,18,26600,2000,4,43,62,65,52,54,55,19,79,0
32,5,7,9,5,19,33400,4800,8,44,63,67,51,53,56,27,81,0
36,5,8,11,8,127,17400,15500,4,43,61,65,50,54,58,10,78,0
47,6,7,9,10,127,28100,1800,7,44,62,67,49,54,58,5,76,0
26,5,7,9,8,127,34100,18300,8,44,64,65,50,53,56,10,85,0
34,5,7,11,7,22,8900,29300,7,43,63,65,52,54,56,7,85,0
44,6,7,11,4,17,33600,2800,1,44,62,68,51,54,56,0,77,0
36,5,7,11,6,22,28500,17400,5,43,62,68,50,53,55,16,86,0
22,6,8,10,5,21,23800,3300,3,44,64,65,51,53,60,5,76,0
29,5,8,9,10,127,1100,38500,5,44,62,66,50,54,60,2,78,1
24,5,7,10,10,18,17600,9000,1,44,61,66,51,53,56,0,80,0
20,5,7,9,7,18,15600,36800,4,44,62,67,52,54,59,4,77,1
33,6,8,9,12,127,1300,18900,5,43,61,65,51,54,58,30,75,0
26,5,8,10,6,17,39900,8600,7,44,62,65,52,53,56,4,80,0
25,6,8,9,9,17,21500,24600,7,44,61,67,52,53,59,15,74,0
23,5,8,9,10,18,18900,21600,3,44,64,67,51,54,57,12,78,1
25,5,7,9,7,18,20100,7800,7,43,62,68,52,53,57,10,84,0
54,6,7,10,8,127,20000,11100,10,43,61,65,52,54,59,3,84,0
40,6,7,9,6,22,29000,24500,5,43,61,65,49,54,55,6,75,0
32,5,8,9,7,17,23600,36900,2,44,63,67,51,54,60,11,78,1
26,5,7,11,6,17,13800,25800,8,44,62,67,51,53,57,10,83,0
24,6,8,10,2,20,24200,700,9,44,62,68,50,53,60,8,74,0
36,6,7,10,13,18,14000,29300,2,43,61,67,52,53,56,17,79,0
19,6,7,11,8,20,22400,10900,7,43,64,66,50,54,60,1,77,0
39,5,7,11,5,19,41500,8900,1,44,61,66,50,53,55,10,83,0
32,5,7,9,6,20,30900,30100,3,43,61,65,50,53,59,11,79,0
20,5,7,11,7,17,22500,19600,1,43,62,67,51,53,59,3,86,0
33,5,8,11,5,22,10800,6700,5,43,63,65,49,54,55,5,76,0
49,6,8,9,2,21,12700,20200,1,43,64,68,50,54,60,2,86,0
21,6,7,11,3,22,1100,20000,5,44,64,68,52,53,60,12,74,0
28,6,8,11,5,17,8600,29900,4,44,62,68,52,54,58,14,86,0
33,6,7,10,4,17,38600,21800,8,44,63,67,52,54,56,2,78,0
19,6,8,11,15,17,29700,2900,4,44,63,67,49,54,59,10,86,0
22,6,8,9,10,22,1500,31200,6,44,64,65,49,54,58,11,74,0
31,6,8,9,10,18,2300,39600,8,44,64,65,51,53,57,26,78,0
33,6,8,11,7,127,23400,33700,1,43,61,66,51,53,55,19,75,0
21,5,8,10,14,127,12600,35400,3,43,63,68,51,53,58,3,83,1
25,6,8,11,4,22,29000,26200,1,44,62,66,49,54,55,0,84,0
33,6,8,9,2,20,29200,34200,3,43,62,65,52,54,58,2,82,0
25,5,8,9,6,18,27800,19300,4,43,62,65,50,53,59,23,74,0
23,6,8,10,7,21,27600,12500,9,43,64,65,50,53,57,1,75,0
21,5,8,9,9,20,39200,40700,3,43,62,68,51,54,56,25,82,0
23,5,7,10,5,20,27400,25700,3,43,61,66,50,53,55,24,81,0
41,5,7,11,5,19,8900,19900,5,44,63,68,52,53,60,2,76,1
27,5,7,11,10,127,8900,8200,8,43,61,67,52,54,60,9,74,0
34,6,8,9,7,18,23100,24300,5,43,62,67,52,53,57,2,82,0
32,5,8,10,10,20,19100,34200,1,43,63,65,51,53,55,9,82,0
30,6,7,11,10,18,42300,20300,3,44,64,68,52,53,58,21,83,0
30,5,8,9,14,22,8800,2700,10,44,63,65,50,53,55,10,77,0
51,5,7,10,3,127,18000,26300,7,43,64,65,50,53,59,5,86,0
35,5,8,9,7,22,25500,11200,5,43,61,68,50,53,57,13,80,0
30,5,8,11,6,127,17800,17400,8,43,64,65,49,53,57,10,75,0
25,6,8,10,9,18,2900,13200,7,43,61,68,52,53,57,1,75,0
34,5,7,10,3,22,22800,12100,9,43,61,67,52,54,56,27,75,0
35,6,7,10,5,20,2000,29700,3,43,63,65,50,54,58,3,83,0
53,6,7,10,2,20,54200,800,8,44,64,67,52,54,56,15,83,0
24,5,7,9,5,22,17200,13400,1,44,64,65,51,53,57,24,79,0
31,6,8,9,11,17,25200,21800,10,43,63,65,49,53,55,3,86,0
18,5,7,9,5,19,38900,7700,5,44,62,65,51,54,59,7,75,0
31,6,8,10,8,18,36200,2800,7,43,61,65,52,53,55,1,77,0
47,6,8,10,10,20,17700,1000,1,43,64,67,49,53,55,21,80,0
25,6,7,10,10,20,14600,1100,2,44,64,67,52,53,60,5,77,0
51,6,8,11,10,19,41200,2700,3,43,63,68,51,53,56,12,83,0
